label,leftEyebrow,rightEyebrow,leftLip,rightLip,lipHeight,LipWidth
,2.52343077060197,6.83130361537591,6.98112630140772,6.98112630140772,2.04493046687032,3.18981420709231
,2.40710871730606,6.83905485866707,7.13344138555461,7.13344138555461,1.93305386570225,3.32146204129192
,2.32880273500392,7.13041941371768,7.796864115708,7.796864115708,2.63179896567433,4.03370596945055
,2.47686685079157,7.07350884534202,7.14734337690138,7.14734337690138,2.42829463236897,3.49159230644139
,3.00121825268253,6.45405384609371,5.55208252894146,5.55208252894146,1.42220729667285,2.2629462738763
,3.04051189858526,6.31003621330425,5.6021541211368,5.6021541211368,1.42254331730286,2.26723601952729
,2.79162236781459,5.97887269333923,6.78699683872175,6.78699683872175,1.95538472218761,3.43903905464552
,2.7852331101072,6.20698677945247,8.31356015334375,8.31356015334375,2.82842712474619,4.66181124418751
,2.76962972824983,5.88370263103137,9.96103119471198,9.96103119471198,3.80579197182834,6.2109568498436
,2.7476927664696,6.08926708831736,9.25360694980998,9.25360694980998,3.63694170864077,5.78414036908001
,2.81602237565388,5.88464757181094,8.39736668313375,8.39736668313375,3.12764956170315,4.89590267608524
,2.78587467175839,6.02506376984367,7.71159833622515,7.71159833622515,2.75143856940028,4.39580219335185
,2.84999030560375,6.29916250206082,5.73284290232584,5.73284290232584,1.3203646586676,2.38243737929738
,2.97591548705069,5.76467465145713,5.9274332235011,5.9274332235011,1.3746657347708,2.5654332896805
,2.87332129916396,5.84461304581681,6.28537792667568,6.28537792667568,1.54313969235355,2.90264136776173
,2.93274860607975,5.92305415708105,5.79087501385832,5.79087501385832,1.33825026964405,2.50894116135903
,3.23731069159798,5.29049423402024,5.56657385108105,5.56657385108105,1.50596299034933,2.3010457015789
,3.29015844188028,5.09113533643054,5.28332491376708,5.28332491376708,1.44687611053373,2.07833799414132
,3.345453873378,5.31965436221676,5.56671291025746,5.56671291025746,1.68983117848047,2.31293040509729
,3.33050877198541,5.46755345265324,5.42873704677863,5.42873704677863,1.67448085310906,2.29234763054953
,2.71032239275136,5.48266048881036,5.17775948634945,5.17775948634945,1.04488292023186,2.21395233943675
,2.80904725718706,5.7404154351157,5.26469198497287,5.26469198497287,1.07674833326088,2.24623994037409
,2.74489505045381,5.44341714908563,6.54171007843201,6.54171007843201,2.30140278259286,3.51907133782261
,2.70883857953937,5.50865192495945,6.9761545099826,6.9761545099826,2.93675247986721,4.12752496951058
,2.78751341799701,5.55097726290923,5.71489703153093,5.71489703153093,1.83700607306313,2.79002024806033
,3.06404111963726,6.09288478129797,5.1600645200618,5.1600645200618,1.51474801153906,2.0484140206511
,3.00351236087085,5.95116400500036,5.3461330636708,5.3461330636708,1.61929355726504,2.15057098544907
,2.8932343115925,5.41088406941246,6.227066827446,6.227066827446,2.31290692885349,3.38776077622418
,2.87633271296526,5.46868056808714,6.90724438823566,6.90724438823566,2.8633175037286,4.12767205687482
,2.83391677418955,5.34067698308206,6.67525663835221,6.67525663835221,2.59344721098289,3.96406020567344
,2.99715333438076,5.36249345499552,5.25449804712769,5.25449804712769,1.13970928938596,2.11602113018282
,2.98355781267628,5.25293332419712,5.46491297758243,5.46491297758243,1.29722706733721,2.45988493144189
,2.93045996959866,5.06943427862877,5.23162697157571,5.23162697157571,1.13749486907459,2.18216648947535
,2.90904165134962,5.27097385191667,5.14751006062611,5.14751006062611,1.05945352819512,2.07821648740574
,3.3113691450422,4.84686843481261,5.40743680454859,5.40743680454859,2.14439586043845,2.54856705213418
,3.1648420042476,4.70914901249454,5.51319480249908,5.51319480249908,1.95034478608806,2.54052242323961
,2.80437815096636,6.20179537268414,4.95722185845192,4.95722185845192,1.06517601666632,1.59491431508547
,2.75344442744351,6.52864659316297,6.01949003024966,6.01949003024966,2.06987355656513,2.67078087421413
,2.68543895907798,6.51414706425162,5.99053269777338,5.99053269777338,1.93031465043436,2.59356985747165
,3.09947370323844,6.25823130791221,5.03945109217209,5.03945109217209,1.3099793300935,1.67314880811523
,2.97706712725749,5.86657894445387,5.30941980984166,5.30941980984166,1.35717336709116,2.06501592127432
,2.93689353582008,5.7930429121559,5.78331078345782,5.78331078345782,1.77690829326436,2.70795530841237
,3.00891467611504,5.67376333043411,6.09611587566334,6.09611587566334,2.00428495402817,3.00491108298099
,3.12484998514901,5.47486593116942,4.99837512447097,4.99837512447097,1.1788664162649,1.77665608639237
,3.05334508801028,5.49415014783311,5.15876637416104,5.15876637416104,1.10317917724855,1.79556783298442
,3.1120345419278,5.41892532108021,5.16598455081686,5.16598455081686,1.13603631649551,1.86343679641003
,3.10703317106596,6.21100156382465,4.9928268650504,4.9928268650504,1.47498068264078,1.68244717717481
,3.10361031067964,6.08640225077707,5.02842914004606,5.02842914004606,1.53409440241738,1.77380980522571
,3.22391707313762,5.4924004713469,5.16984254812036,5.16984254812036,1.54044903620797,1.9746094724799
,3.21105183061155,5.4527054876315,5.24081283170807,5.24081283170807,1.71445709880167,2.20325578255463
,2.64265962964957,6.52159265401119,5.16146820393567,5.16146820393567,1.10667027660618,1.90487599192529
,2.61504177951475,6.81229573302071,5.10172484390754,5.10172484390754,1.09167362709502,1.83834202069189
,2.61023903831196,6.69964065134526,6.05561178870231,6.05561178870231,1.63403652035031,2.78566992713591
,2.49593403977635,6.69824675531758,6.70254886964794,6.70254886964794,2.2117421365721,3.24315167497378
,2.57123775146721,7.014989434984,6.82916441390524,6.82916441390524,2.550540188912,3.5718704145389
,2.53418944387967,6.80016907424912,6.60557547841466,6.60557547841466,2.33509933493553,3.40873422644662
,2.87331309709009,6.21050076313998,5.37471260252258,5.37471260252258,1.56953575878218,2.23419386785189
,2.89902462504016,6.29626513082533,5.44606286991299,5.44606286991299,1.52526223006614,2.19141773241875
,2.65068556078863,6.65284241550291,5.6080775339475,5.6080775339475,1.45615836590494,2.64528213689609
,2.66450584119112,6.67129796259089,5.75732550991092,5.75732550991092,1.64362579600934,2.83967837098928
,2.66721649358555,6.46237098272252,5.81984291174418,5.81984291174418,1.64224119193794,2.83419773708393
,2.60934180038684,6.9849630452589,5.54230518458496,5.54230518458496,1.4142135623731,2.52107632055135
,2.63674850948851,6.69570163266025,5.45474616690142,5.45474616690142,1.39246033039016,2.2727383045204
,2.68749557265167,6.69603665886778,5.59346500732113,5.59346500732113,1.50158783665686,2.37668119826736
,2.57330926070708,7.19374352345027,5.67181897599792,5.67181897599792,1.4592016129268,2.41572167220872
,2.72306347465293,6.55653121322269,5.46788584614425,5.46788584614425,1.36997932973093,2.20808687972049
,2.94013006439934,5.95773158995909,5.39212740169559,5.39212740169559,1.76040049448701,2.25032789351509
,2.89109994527529,6.12109547510084,5.32738746227231,5.32738746227231,1.76141257444863,2.26562779532091
,3.01083845112491,5.95634682469465,5.72811139282366,5.72811139282366,1.58636191256821,2.30727748911238
,2.75407688768664,5.74922936699393,6.49127902776869,6.49127902776869,2.21927386110598,2.94530533721239
,2.6971731690849,5.98242789715855,6.95266034937773,6.95266034937773,2.45521687181407,3.33326778961778
,2.96690578179774,6.10268283646072,5.5626686479693,5.5626686479693,1.64202097328637,2.24539101759979
,2.94297606874206,5.57043381368132,6.94369056839146,6.94369056839146,2.53833114466966,3.54682957019364
,2.90885863401602,5.24994401217691,8.4057763735364,8.4057763735364,3.57955717540374,4.81294056551289
,2.96643718744906,5.5151362066744,5.59450086849163,5.59450086849163,1.40950809344452,2.18830401683687
,2.94485963782373,5.65649047920768,5.58481181502346,5.58481181502346,1.54134408723484,2.30802103704644
,2.73476278144247,8.30873267756743,5.56453957118205,5.56453957118205,1.33974991416435,2.20949021033994
,2.42111929711474,8.26843912245215,5.92472426651902,5.92472426651902,1.91271653024698,2.72552659085151
,2.46577846901683,8.27472737567415,5.85637356080949,5.85637356080949,2.05920331739905,2.83685483556882
,2.44716742325086,7.81204573843389,5.81864817939356,5.81864817939356,2.30604003832171,3.14292532025054
,2.89471224081338,7.74156148273181,5.03626606936272,5.03626606936272,1.13282948392785,1.80732429775341
,2.77101740031291,6.65861950361272,5.56132186923119,5.56132186923119,1.79425274050426,2.97855982019815
,2.69364650511057,6.81112873381831,6.13511976749976,6.13511976749976,2.26489066617568,3.60337679466418
,2.77478096396044,6.88243313277837,5.49035857385235,5.49035857385235,1.75536744839727,2.79040000357132
,2.83104934878535,7.08212514942484,5.109320779174,5.109320779174,1.13935054224749,1.8490006540841
,2.95600870929481,6.51434832308889,4.91647740738228,4.91647740738228,1.13679019651243,1.83512046509727
,2.94428792297917,6.2556608017909,5.22265301993653,5.22265301993653,1.16375195726676,1.97809501410747
,3.18315512473038,6.67999906800683,5.16728944469453,5.16728944469453,1.8980265920077,2.12357207055156
,3.19719892490615,5.57086385679697,5.09867473296246,5.09867473296246,2.02114726226665,2.20040746511293
,3.139148608511,6.06241815940698,5.06153415868406,5.06153415868406,1.90438802950913,2.18743950748723
,2.79964528912017,6.09475562681838,5.08882738225111,5.08882738225111,1.17117133611522,1.58880818813585
,2.87550803177515,6.06988037822826,5.16115037234735,5.16115037234735,1.13920049937567,1.73076733143296
,2.60455048472871,6.4715068738834,6.59356398031336,6.59356398031336,2.38853710229737,3.34947430236295
,2.71037516780781,6.51598082140426,6.34007266659547,6.34007266659547,2.22434539096352,3.1052348800261
,2.89628475301035,6.20498655098464,5.91726050366417,5.91726050366417,1.8470962903656,2.76981649794206
,3.04303932633365,7.09312265102706,5.43412385473969,5.43412385473969,1.37053762539551,2.08551026128082
,2.99091605476581,6.8430346044936,5.27667142986996,5.27667142986996,1.29209168568427,2.06126139081314
,2.92804530546832,5.96700861461068,6.38613536465213,6.38613536465213,2.01429800419505,3.37700192653696
,2.89483795560583,6.09043471995984,6.46073780256784,6.46073780256784,2.04866820644982,3.50890667238429
,2.9130308188312,6.01012374633202,6.09974098675979,6.09974098675979,1.9105192607571,3.17946527595892
,3.0123190576562,5.78278829649795,5.31196212275507,5.31196212275507,1.19765636822091,1.90427090758221
,3.02890483453743,5.95684964176402,5.88458759033119,5.88458759033119,1.55072491902359,2.63484975556888
,3.04034295997096,5.99100530467758,5.89320031995425,5.89320031995425,1.46848714375516,2.56294929753305
,3.1012818975613,6.35404956048719,5.20146207236761,5.20146207236761,1.85070776647312,2.2385550642847
,3.0768601666817,6.70781144453015,5.29262648234074,5.29262648234074,1.69427771760712,2.12406104440757
,2.74321410818515,5.66984924902485,5.47993514489782,5.47993514489782,1.37672654965569,2.13509191101289
,2.76447814088954,5.8064881062072,5.62974529557838,5.62974529557838,1.44899223727668,2.2676540753097
,2.52037632387867,6.27676298818241,10.1981797336864,10.1981797336864,5.48006488201655,6.86456278449125
,2.44590538054897,6.07560280799497,11.1469721916403,11.1469721916403,5.88168041092284,7.46486020840541
,2.62022220673601,5.56609935649534,7.42808783034515,7.42808783034515,3.11334197809248,4.84084509047947
,2.6613735183025,5.71172686390432,7.01829815606661,7.01829815606661,2.79217234695395,4.30675204853346
,2.81456368563231,6.0850945659212,6.07734499212698,6.07734499212698,1.74146466161606,2.79161305489781
,2.9923538544786,5.4112085761166,5.69835696798827,5.69835696798827,1.43674163277084,2.37170824512628
,3.01802156510848,5.1063107675307,5.87011032008802,5.87011032008802,1.57857669904162,2.59365812161354
,2.98670185006398,5.23616212051452,5.90444679951018,5.90444679951018,1.66995306929934,2.65462457070881
,3.16011281612667,4.71349739218166,6.05875504568013,6.05875504568013,2.26748967670467,2.83176056977427
,3.0359775332318,5.07470362854229,6.00814017761129,6.00814017761129,2.293154574468,2.9376874039491
,2.94031351638706,8.22386717524233,5.20504575924098,5.20504575924098,1.39864954856884,2.11146837478097
,2.58795636045357,7.58566194760016,5.60590096054773,5.60590096054773,2.30191755319154,2.91895327237266
,2.57722722347177,7.56478462063076,5.73579669128497,5.73579669128497,2.23437141581585,2.92991061042121
,2.74701157517866,6.73589002842827,5.5217879251678,5.5217879251678,2.13012646769376,2.82155305665241
,2.92936177320259,6.58911656718625,5.46721979325104,5.46721979325104,2.07189591964549,3.04845379919031
,2.92764339700468,6.27744381331688,6.20067307121173,6.20067307121173,2.79592551039952,4.0815637370249
,2.93299905858121,6.48934011291708,5.40321075549858,5.40321075549858,2.01611345360909,2.88907393973116
,2.89718278849535,6.96504423458836,5.14999222935969,5.14999222935969,1.46351271570374,2.12249331591555
,3.16221764834366,5.73235284992883,5.25811577002257,5.25811577002257,2.20060152204426,2.59705715808354
,3.17963033303948,5.37720860639157,5.39784359299189,5.39784359299189,2.53968183313026,2.86549673602834
,3.14571065476561,5.96021804079279,5.26919319671284,5.26919319671284,2.14181066884458,2.58866306625413
,2.76728624189475,5.3221784439855,4.67759020722181,4.67759020722181,0.819165884050318,1.36693593628388
,2.84761457420853,5.3516140150602,4.77287084695483,4.77287084695483,0.816379293477444,1.41411199210957
,2.46823811225996,6.14842055146577,5.40043897904958,5.40043897904958,1.29657594665409,2.14558916375403
,2.41223517506454,6.42410651194123,5.69390651991298,5.69390651991298,1.65337444604165,2.4791839264517
,2.39163265953457,6.37333837347577,5.90121044306798,5.90121044306798,1.94704483938028,2.87958472643562
,3.09297512211338,5.23165732773967,4.83882657310695,4.83882657310695,1.14518297875469,1.69088765208114
,2.79071487342825,5.02800332323225,5.5817130838778,5.5817130838778,1.31194243423467,2.55972490614123
,2.71599542948973,4.86808385062995,5.62130936690486,5.62130936690486,1.54995256094387,2.75783376199936
,2.74029395613286,5.0268952907101,5.59013339840361,5.59013339840361,1.73597299846718,2.80352565487833
,2.87488317133867,5.02539807695021,4.84860867421291,4.84860867421291,0.909342996897066,1.663039299927
,3.00510324502607,4.81509477376222,4.87249844805051,4.87249844805051,0.906217837625573,1.56155740799419
,2.96274814577674,4.85313356416473,4.91302511802036,4.91302511802036,0.900321338410178,1.61398843790343
,2.92669123290394,4.97735706608053,4.9609568984034,4.9609568984034,1.79126077541472,1.94769628687758
,3.04033196515186,5.13518607372208,4.9459556229206,4.9459556229206,1.69239402352531,1.93631457386029
,2.70067438043124,8.49037336851171,5.63229015534476,5.63229015534476,1.53359870087348,2.33951843240393
,2.75351244304138,9.20751091066145,5.41044853627942,5.41044853627942,1.43738213977019,2.14161547760857
,2.48232339264123,7.81035971848933,6.72603051176064,6.72603051176064,2.71647395887219,3.54368343784999
,2.46926452733276,8.37001451453333,7.22724703942707,7.22724703942707,3.32520880166353,4.03659728571712
,3.0043347540118,4.71149385793569,5.45639612833305,5.45639612833305,1.47117751389623,2.22843953122444
,2.97137415234156,4.80538272568715,5.4525348201257,5.4525348201257,1.46055036507417,2.19298059982187
,2.72218395285029,5.97992837144037,6.76116011608668,6.76116011608668,2.34108664839193,3.67814564214182
,2.70461652607385,5.9622822123332,7.4004986532358,7.4004986532358,2.83737729939958,4.52500378223145
,2.74280231301266,5.83669915161201,7.73187867073849,7.73187867073849,2.94742620914269,4.73562246324542
,2.7098273368018,6.02038437433384,6.95872996480794,6.95872996480794,2.42465873002399,3.91903027332806
,2.79835326927664,6.20186442993935,5.60646361115252,5.60646361115252,1.55532091101701,2.51729237981008
,2.96119766859473,4.9077754127281,5.32704462948144,5.32704462948144,1.43273700922561,2.16245119483296
,2.88768410233849,4.88793485794239,5.51883864279371,5.51883864279371,1.5045962965154,2.27906002777943
,3.10794742692251,4.69407286423259,5.56767480890644,5.56767480890644,2.22666688340987,2.50822929876883
,3.11202152252078,4.61818201956883,5.48005236796929,5.48005236796929,2.63907292099952,2.70452946702547
,3.11166404285278,4.66668530683656,5.60335044829153,5.60335044829153,3.21344964760766,3.03232014292042
,2.92569787401161,6.40507338979345,5.23261631298587,5.23261631298587,1.16308735351171,1.94885775221052
,2.81394379425414,6.61581949358023,5.06346252813146,5.06346252813146,1.02021481022407,1.79706609063814
,2.88939684039206,7.29620981056418,5.26117815595476,5.26117815595476,1.07130402206484,2.02279319449426
,2.56106355849615,7.08413903768269,5.68212150204556,5.68212150204556,1.52538434029621,2.36280611751001
,2.47701494969385,8.02480075874024,6.23563976748598,6.23563976748598,1.95694599873595,2.92367298275877
,2.75777646123689,6.81482316975476,6.06431279943926,6.06431279943926,1.85836312746285,2.86827945413745
,3.07198180534051,5.35236285839551,5.06476315899085,5.06476315899085,1.05025549027898,1.74830754985095
,3.07921033552598,5.45647415572873,5.10077816884234,5.10077816884234,1.0918574298588,1.7837994109817
,2.86711719797295,5.63438286102982,5.50830512222651,5.50830512222651,1.52091001041695,2.46433636840728
,2.82483971462047,5.47864362253908,5.70744003795056,5.70744003795056,1.73445858465286,2.81892593060296
,2.81084015529329,5.34416178636643,5.96913220019971,5.96913220019971,1.92082439006899,3.00800420689802
,2.77305688943319,5.54242062347754,5.02388597302959,5.02388597302959,1.02899848912668,1.77066482041351
,3.17281161678971,4.88766911390552,4.98149144895218,4.98149144895218,0.996781600847871,1.65299264013781
,3.07501366241441,5.00594259295375,4.98219918012356,4.98219918012356,0.989892124130704,1.65913267986874
,2.9392654313003,5.26966530465209,5.16906619864876,5.16906619864876,1.64534618866506,2.08026460464887
,3.02973965238597,5.16479919683502,5.1534907478764,5.1534907478764,1.7242181878157,2.13895004526458
,2.76629381045202,5.41052826962624,5.06331974323725,5.06331974323725,1.0693056785346,1.70422716910113
,2.69643095105228,5.5718370835715,5.32749352685193,5.32749352685193,1.21329354167659,1.88576763450538
,2.58276256113848,6.126745499272,6.70930922635186,6.70930922635186,2.80022989384436,3.65097709391453
,2.53052171879533,6.22261831353208,7.24041170938305,7.24041170938305,3.3289588782553,4.35325391771846
,2.48714277489605,6.12939138360087,7.10288428059227,7.10288428059227,3.32361536555349,4.51375733785499
,2.89051474465719,5.60292625810736,5.52836784205159,5.52836784205159,1.42996231727208,2.35192908616218
,2.88267415735935,5.29041475970665,6.42596544430006,6.42596544430006,2.09779215616481,3.30958296961322
,2.87242225415271,5.37326482328343,6.97138785534525,6.97138785534525,2.75125639748568,4.00661218194007
,2.85140700359903,5.30704687404821,7.36541247849398,7.36541247849398,3.12190786616649,4.58550385863799
,2.87248055279102,5.4103090922076,7.92304507104734,7.92304507104734,3.62491379207837,5.25898498542476
,2.92887776319436,5.06495494852733,5.69713387378183,5.69713387378183,1.52397506541282,2.40416305603426
,3.09850656987528,4.66601920153608,5.70831777699501,5.70831777699501,2.49182269190022,2.7698612144909
,3.23673906453502,4.49285473713547,5.92380175622953,5.92380175622953,3.25011870628417,3.36214401025283
,2.82481060197574,6.66831754104137,4.98250475301765,4.98250475301765,1.14172212545991,1.66061646951472
,2.69260233276385,7.00613549879096,5.03406230105911,5.03406230105911,1.13984627514277,1.67309579252261
,2.71704827513444,6.30476746597353,6.03044722024096,6.03044722024096,2.19943420083505,3.03736454930235
,2.66151259370315,6.41793991501193,5.96145044996517,5.96145044996517,2.15281568756254,2.96453394962202
,2.64282053028865,6.67581806317697,6.16068326945465,6.16068326945465,2.41864204700403,3.42296998956872
,2.80761351628096,6.01671381483101,5.50391262063129,5.50391262063129,1.8065553798778,2.46540828288438
,2.71301465518341,5.88420977057616,5.5682897824334,5.5682897824334,1.46961332111868,2.4325212770526
,2.74009371465839,5.89299569916808,5.90778333777564,5.90778333777564,1.81798159953503,2.87476504465847
,2.74543721719942,5.75549210799424,6.37210235398846,6.37210235398846,2.32734049109018,3.53981288055708
,2.86162103766741,6.13937500198096,5.39201870624686,5.39201870624686,1.31158231421008,2.05782180221125
,2.95976982782763,5.43890137902313,5.54728752155752,5.54728752155752,2.22531723439435,2.71705568401038
,3.00938371866602,5.32948698649573,5.55166051949918,5.55166051949918,1.92937813815747,2.57208572951992
,2.93261979482793,6.69445838363802,5.00363959746148,5.00363959746148,0.946597020049898,1.64256596798536
,2.79871855450469,6.64826810474545,5.11212942541256,5.11212942541256,1.05779868268841,1.78588368349494
,2.76073836823597,6.68077511168579,5.37555040434818,5.37555040434818,1.5311611487628,2.18249863012877
,2.54863515067151,6.34181808274782,5.72769818287069,5.72769818287069,1.88991756780507,2.68478312967742
,2.78887010221401,5.7145572837331,5.6554808634691,5.6554808634691,1.91325881827041,2.84694764560533
,2.78066202298642,5.48657795645895,5.7303974007724,5.7303974007724,2.04339780815195,3.08732159701688
,2.76831745872458,5.456894078604,5.27195131988457,5.27195131988457,1.28658077958171,2.29176362397024
,2.83012822637663,5.67122060085971,5.01397860831059,5.01397860831059,1.12497570147152,1.86051378563451
,3.05800173731671,5.85803250397587,5.3914763794747,5.3914763794747,1.25562150581043,2.16580971170532
,3.03165940881392,5.00396050745155,5.1072680298121,5.1072680298121,1.46641319110912,1.96588552117181
,3.0884436090045,4.90725994681017,5.06868120713232,5.06868120713232,1.54648176174699,2.00446581703925
,2.60762498162595,6.55150217829947,5.26309377428608,5.26309377428608,1.11899421367196,1.92283388570512
,2.57059876086828,6.69823692490189,5.22251582009909,5.22251582009909,0.832654503107573,1.74801946939355
,2.63823006808639,6.62147214175304,5.36516548386022,5.36516548386022,1.11156507820142,1.96116135138184
,2.70646369370172,6.66075929198403,5.83171322087714,5.83171322087714,1.73871963273725,2.4861448853837
,2.61037025665057,6.77820640114588,5.96027522084919,5.96027522084919,1.97890105430162,2.65822738671961
,2.5475444639674,6.47540800637169,6.19264294923968,6.19264294923968,2.15945949397585,3.00207788961726
,3.19114514551067,4.74961594217165,5.2223446234422,5.2223446234422,1.40828762025103,2.16507378257319
,3.25642777233048,4.58986288422124,5.03521643437908,5.03521643437908,1.23892589625078,1.87847678092648
,3.10862056208234,5.56615446501542,5.14192413906725,5.14192413906725,1.24667078019341,1.94004141289836
,2.81415375990629,5.7274769947104,6.27526277451885,6.27526277451885,1.96156896615662,3.4122219193608
,2.82721415559473,5.77542294108479,6.09890622580666,6.09890622580666,1.98040985210061,3.37699712600427
,2.81942955548245,5.9844160397105,5.24730107516323,5.24730107516323,1.20831006731329,1.97756752048654
,3.16328530195164,4.61436349664905,5.2812470305382,5.2812470305382,1.68108419314812,2.06089472720455
,3.06035567154813,4.67466791476319,5.20088106957457,5.20088106957457,1.57300303242123,2.04414150789603
,2.96849886814749,5.09953215856319,4.93779627838601,4.93779627838601,0.946676413449187,1.68861013700908
,2.97920333273629,4.9661892346367,5.04846760122599,5.04846760122599,1.01960000310586,1.81005234294656
,2.91430636086743,5.82049222592473,5.41821605078505,5.41821605078505,1.50894767202944,2.36116774545392
,2.83569177068552,5.72341622567309,5.79914615388838,5.79914615388838,1.7988214478488,2.89893692711459
,2.82851936140094,5.72655044096403,5.89473418887672,5.89473418887672,1.84490815164075,3.00227816788919
,2.9361401887006,6.06652692042828,4.89529257830341,4.89529257830341,1.04695668460805,1.7632519109004
,3.1457529466417,4.71606265036679,4.89920277263941,4.89920277263941,1.58200615808693,1.93631457386029
,3.23755441746604,4.3901801028906,5.03864578737829,5.03864578737829,1.80205856355162,2.07974333719254
,2.6627372083517,7.06979392532602,5.96718242576394,5.96718242576394,1.71629805463552,2.62824167857289
,2.79217745039551,6.44151332124327,5.52013354943973,5.52013354943973,1.23446225492055,2.16268487819029
,2.57077975987672,6.76688330749191,7.43692266122992,7.43692266122992,2.80669752919836,3.93186874612247
,2.51805068621738,6.81960916109674,7.15697188131692,7.15697188131692,2.8733523706907,3.91496144003017
,2.981818878501,6.04677905253541,6.56236381454908,6.56236381454908,2.44597410401407,3.36732422014288
,3.05534505005033,5.94942881549258,6.64503230741281,6.64503230741281,2.61402467471139,3.52180706456217
,2.8285828035824,6.07881445561347,6.9026596457736,6.9026596457736,2.45577272403843,3.79792868483361
,2.83383613575764,6.17362075004137,7.76636361546639,7.76636361546639,2.99623723198992,4.75762249416008
,2.75410421936126,5.97491092277045,8.78406516447678,8.78406516447678,3.51261462993901,5.76744844263575
,2.80365692054022,5.9428775752233,7.33182495655792,7.33182495655792,2.74208518136627,4.19696710398977
,2.90409880916008,5.82728530430266,6.26689539676642,6.26689539676642,1.9268735959929,3.04592279283777
,3.10850482668339,4.67339003909137,6.80519605090862,6.80519605090862,2.26342398330195,3.35787277024469
,3.19516101543316,4.75993241157576,6.6083194127007,6.6083194127007,2.25291103963988,3.2288354000727
,3.00651874349077,5.65775004058771,6.50738245237085,6.50738245237085,2.71040692453357,3.46711242741281
,3.03305019520401,5.67760388716344,6.46150249350088,6.46150249350088,2.78299566327656,3.50279881648766
,2.63020002174541,7.45792173460078,5.42835094759305,5.42835094759305,1.33540888141154,2.07521451929334
,2.70023890538051,7.49430859659711,4.94504574408339,4.94504574408339,0.965055308217692,1.62261441099044
,2.44052855910762,7.04090418428317,6.16471434273591,6.16471434273591,2.36506582529669,2.89069573196347
,2.50630451281291,6.56532748419189,6.43891311240827,6.43891311240827,2.51803185624522,3.01564547768116
,3.17852836583175,4.87428881452168,5.01386620230034,5.01386620230034,1.0989100535463,1.62175295425293
,3.0083259753885,5.14537000501008,5.09571262733092,5.09571262733092,1.16842380162627,1.72735400146614
,2.67988164641779,6.45004718369463,5.71632726155765,5.71632726155765,1.78865390360607,2.71427993651548
,2.5721366527778,6.4417963997329,6.02271829018798,6.02271829018798,1.87015024234258,2.88704440227556
,2.89442409996055,6.00403835987458,5.03922575921067,5.03922575921067,1.07256096583509,1.76973366439827
,2.77383974717202,5.20990536290689,5.40295761921137,5.40295761921137,1.33829657992878,2.11820500727153
,2.81345669190311,5.37081822550598,5.32397647413535,5.32397647413535,1.28954307733965,2.04719594468997
,3.07825208240625,5.06728831215562,5.06149410938743,5.06149410938743,1.52108325463004,1.92420055365875
,3.14410769017218,5.01081169212644,5.13560450827384,5.13560450827384,1.69709663434389,2.05672968236017
,3.11072992667187,5.21542910553443,5.22027806116996,5.22027806116996,1.9143939416726,2.09277547459005
,3.04715100092228,5.3517975092596,5.11463704849702,5.11463704849702,1.20815331186938,1.69953624784245
